IdDistrito,Distrito,IdSeccion,Seccion,IdCircuito
9.0,Formosa,4.0,Pirané,00037
9.0,Formosa,4.0,Pirané,0037A
9.0,Formosa,4.0,Pirané,0037B
9.0,Formosa,4.0,Pirané,0037C
9.0,Formosa,4.0,Pirané,0037D
9.0,Formosa,4.0,Pirané,0037E
9.0,Formosa,4.0,Pirané,0037F
9.0,Formosa,4.0,Pirané,0037G
9.0,Formosa,4.0,Pirané,00038
9.0,Formosa,4.0,Pirané,0038A
9.0,Formosa,4.0,Pirané,00039
9.0,Formosa,4.0,Pirané,0039A
9.0,Formosa,4.0,Pirané,00040
9.0,Formosa,4.0,Pirané,00041
9.0,Formosa,4.0,Pirané,0041A
9.0,Formosa,4.0,Pirané,00042
9.0,Formosa,5.0,Pilagás,00043
9.0,Formosa,5.0,Pilagás,0043A
9.0,Formosa,5.0,Pilagás,0043B
9.0,Formosa,5.0,Pilagás,0043C
9.0,Formosa,5.0,Pilagás,0043D
9.0,Formosa,5.0,Pilagás,0043E
9.0,Formosa,5.0,Pilagás,0043F
9.0,Formosa,5.0,Pilagás,00044
9.0,Formosa,5.0,Pilagás,0044A
9.0,Formosa,5.0,Pilagás,00045
9.0,Formosa,6.0,Patiño,00047
9.0,Formosa,6.0,Patiño,0047A
9.0,Formosa,6.0,Patiño,00048
9.0,Formosa,6.0,Patiño,00049
9.0,Formosa,6.0,Patiño,00050
9.0,Formosa,6.0,Patiño,0050A
9.0,Formosa,6.0,Patiño,0050B
9.0,Formosa,6.0,Patiño,00051
9.0,Formosa,6.0,Patiño,0051A
9.0,Formosa,6.0,Patiño,0051B
9.0,Formosa,6.0,Patiño,00052
9.0,Formosa,6.0,Patiño,00053
9.0,Formosa,6.0,Patiño,00054
9.0,Formosa,6.0,Patiño,0054A
9.0,Formosa,6.0,Patiño,00055
9.0,Formosa,6.0,Patiño,00056
9.0,Formosa,6.0,Patiño,0056A
9.0,Formosa,6.0,Patiño,00057
9.0,Formosa,6.0,Patiño,00058
9.0,Formosa,6.0,Patiño,0058A
9.0,Formosa,6.0,Patiño,00059
9.0,Formosa,6.0,Patiño,0059A
9.0,Formosa,6.0,Patiño,00060
9.0,Formosa,6.0,Patiño,00061
9.0,Formosa,6.0,Patiño,00062
9.0,Formosa,6.0,Patiño,00063
9.0,Formosa,6.0,Patiño,0063A
9.0,Formosa,6.0,Patiño,00064
9.0,Formosa,6.0,Patiño,0064A
9.0,Formosa,6.0,Patiño,0064B
9.0,Formosa,6.0,Patiño,00065
9.0,Formosa,6.0,Patiño,0065A
9.0,Formosa,6.0,Patiño,00066
9.0,Formosa,6.0,Patiño,0066A
9.0,Formosa,6.0,Patiño,0066B
9.0,Formosa,6.0,Patiño,00067
9.0,Formosa,6.0,Patiño,0067A
9.0,Formosa,6.0,Patiño,00068
9.0,Formosa,6.0,Patiño,00069
9.0,Formosa,6.0,Patiño,00070
9.0,Formosa,6.0,Patiño,00071
9.0,Formosa,6.0,Patiño,0071A
9.0,Formosa,7.0,Bermejo,00072
9.0,Formosa,7.0,Bermejo,0072A
9.0,Formosa,7.0,Bermejo,0072B
9.0,Formosa,7.0,Bermejo,00073
9.0,Formosa,7.0,Bermejo,00074
9.0,Formosa,7.0,Bermejo,00075
9.0,Formosa,7.0,Bermejo,00076
9.0,Formosa,7.0,Bermejo,0076A
9.0,Formosa,7.0,Bermejo,00077
9.0,Formosa,7.0,Bermejo,00078
9.0,Formosa,7.0,Bermejo,00079
9.0,Formosa,7.0,Bermejo,00080
9.0,Formosa,7.0,Bermejo,0080A
9.0,Formosa,7.0,Bermejo,0080B
9.0,Formosa,7.0,Bermejo,00081
9.0,Formosa,7.0,Bermejo,0081A
9.0,Formosa,8.0,Matacos,00082
9.0,Formosa,8.0,Matacos,0082A
9.0,Formosa,8.0,Matacos,0082B
9.0,Formosa,9.0,Ramón Lista,00083
9.0,Formosa,9.0,Ramón Lista,0083A
9.0,Formosa,9.0,Ramón Lista,0083B
9.0,Formosa,9.0,Ramón Lista,0083C
9.0,Formosa,9.0,Ramón Lista,00084
9.0,Formosa,9.0,Ramón Lista,0084A
9.0,Formosa,9.0,Ramón Lista,0084B
9.0,Formosa,9.0,Ramón Lista,0084C
15.0,Neuquén,1.0,Confluencia,1
15.0,Neuquén,1.0,Confluencia,8
15.0,Neuquén,9.0,Picunches,920
15.0,Neuquén,9.0,Picunches,930
15.0,Neuquén,9.0,Picunches,940
15.0,Neuquén,9.0,Picunches,950
15.0,Neuquén,10.0,Aluminé,1000
15.0,Neuquén,10.0,Aluminé,1010
15.0,Neuquén,10.0,Aluminé,1020
15.0,Neuquén,10.0,Aluminé,1030
15.0,Neuquén,10.0,Aluminé,1040
15.0,Neuquén,10.0,Aluminé,1050
15.0,Neuquén,10.0,Aluminé,1060
15.0,Neuquén,10.0,Aluminé,1070
15.0,Neuquén,10.0,Aluminé,1080
15.0,Neuquén,10.0,Aluminé,1090
15.0,Neuquén,11.0,Catán Lil,1100
15.0,Neuquén,11.0,Catán Lil,1120
15.0,Neuquén,11.0,Catán Lil,1130
15.0,Neuquén,11.0,Catán Lil,1140
15.0,Neuquén,11.0,Catán Lil,1150
15.0,Neuquén,11.0,Catán Lil,1160
15.0,Neuquén,11.0,Catán Lil,1170
15.0,Neuquén,11.0,Catán Lil,1180
15.0,Neuquén,12.0,Picún Leufú,1200
15.0,Neuquén,1.0,Confluencia,100
15.0,Neuquén,1.0,Confluencia,105
15.0,Neuquén,1.0,Confluencia,110
15.0,Neuquén,1.0,Confluencia,115
15.0,Neuquén,1.0,Confluencia,46
15.0,Neuquén,2.0,Zapala,205
15.0,Neuquén,2.0,Zapala,210
15.0,Neuquén,1.0,Confluencia,11
15.0,Neuquén,1.0,Confluencia,15
15.0,Neuquén,12.0,Picún Leufú,1210
15.0,Neuquén,12.0,Picún Leufú,1220
15.0,Neuquén,13.0,Collón Curá,1300
15.0,Neuquén,13.0,Collón Curá,1320
15.0,Neuquén,13.0,Collón Curá,1330
15.0,Neuquén,13.0,Collón Curá,1340
15.0,Neuquén,13.0,Collón Curá,1350
15.0,Neuquén,14.0,Huiliches,1400
15.0,Neuquén,1.0,Confluencia,120
15.0,Neuquén,1.0,Confluencia,130
15.0,Neuquén,1.0,Confluencia,140
15.0,Neuquén,1.0,Confluencia,150
15.0,Neuquén,1.0,Confluencia,155
15.0,Neuquén,1.0,Confluencia,160
15.0,Neuquén,1.0,Confluencia,54
15.0,Neuquén,1.0,Confluencia,57
15.0,Neuquén,1.0,Confluencia,69
15.0,Neuquén,2.0,Zapala,215
15.0,Neuquén,2.0,Zapala,220
15.0,Neuquén,2.0,Zapala,230
15.0,Neuquén,2.0,Zapala,240
15.0,Neuquén,2.0,Zapala,250
15.0,Neuquén,2.0,Zapala,260
15.0,Neuquén,2.0,Zapala,270
15.0,Neuquén,2.0,Zapala,290
15.0,Neuquén,3.0,Añelo,300
15.0,Neuquén,3.0,Añelo,310
15.0,Neuquén,1.0,Confluencia,16
15.0,Neuquén,1.0,Confluencia,18
15.0,Neuquén,1.0,Confluencia,21
15.0,Neuquén,14.0,Huiliches,1410
15.0,Neuquén,14.0,Huiliches,1420
15.0,Neuquén,14.0,Huiliches,1430
15.0,Neuquén,14.0,Huiliches,1440
15.0,Neuquén,14.0,Huiliches,1450
15.0,Neuquén,15.0,Lácar,1500
15.0,Neuquén,1.0,Confluencia,25
15.0,Neuquén,3.0,Añelo,320
15.0,Neuquén,3.0,Añelo,330
15.0,Neuquén,3.0,Añelo,340
15.0,Neuquén,4.0,Pehuenches,400
15.0,Neuquén,15.0,Lácar,1505
15.0,Neuquén,1.0,Confluencia,28
15.0,Neuquén,1.0,Confluencia,30
15.0,Neuquén,4.0,Pehuenches,410
15.0,Neuquén,4.0,Pehuenches,420
15.0,Neuquén,4.0,Pehuenches,430
15.0,Neuquén,5.0,Chos Malal,500
15.0,Neuquén,1.0,Confluencia,79
15.0,Neuquén,1.0,Confluencia,170
15.0,Neuquén,1.0,Confluencia,180
15.0,Neuquén,1.0,Confluencia,32
15.0,Neuquén,1.0,Confluencia,34
15.0,Neuquén,15.0,Lácar,1510
15.0,Neuquén,15.0,Lácar,1520
15.0,Neuquén,15.0,Lácar,1530
15.0,Neuquén,15.0,Lácar,1540
15.0,Neuquén,15.0,Lácar,1550
15.0,Neuquén,15.0,Lácar,1560
15.0,Neuquén,15.0,Lácar,1570
15.0,Neuquén,15.0,Lácar,1580
15.0,Neuquén,16.0,Los Lagos,1600
15.0,Neuquén,5.0,Chos Malal,510
15.0,Neuquén,5.0,Chos Malal,520
15.0,Neuquén,5.0,Chos Malal,530
15.0,Neuquén,5.0,Chos Malal,550
15.0,Neuquén,5.0,Chos Malal,560
15.0,Neuquén,6.0,Minas,600
15.0,Neuquén,6.0,Minas,620
15.0,Neuquén,6.0,Minas,630
15.0,Neuquén,6.0,Minas,640
15.0,Neuquén,6.0,Minas,650
15.0,Neuquén,6.0,Minas,660
15.0,Neuquén,6.0,Minas,670
15.0,Neuquén,6.0,Minas,680
15.0,Neuquén,7.0,Ñorquín,700
15.0,Neuquén,7.0,Ñorquín,720
15.0,Neuquén,7.0,Ñorquín,740
15.0,Neuquén,1.0,Confluencia,89
15.0,Neuquén,1.0,Confluencia,40
15.0,Neuquén,16.0,Los Lagos,1610
15.0,Neuquén,16.0,Los Lagos,1620
15.0,Neuquén,16.0,Los Lagos,1630
15.0,Neuquén,7.0,Ñorquín,750
15.0,Neuquén,7.0,Ñorquín,760
15.0,Neuquén,7.0,Ñorquín,770
15.0,Neuquén,7.0,Ñorquín,780
15.0,Neuquén,7.0,Ñorquín,785
15.0,Neuquén,7.0,Ñorquín,790
15.0,Neuquén,8.0,Loncopué,800
15.0,Neuquén,8.0,Loncopué,810
15.0,Neuquén,8.0,Loncopué,820
15.0,Neuquén,8.0,Loncopué,830
15.0,Neuquén,8.0,Loncopué,840
15.0,Neuquén,8.0,Loncopué,860
15.0,Neuquén,9.0,Picunches,900
15.0,Neuquén,9.0,Picunches,910
15.0,Neuquén,1.0,Confluencia,185
15.0,Neuquén,1.0,Confluencia,190
15.0,Neuquén,2.0,Zapala,200
2.0,Buenos Aires,18.0,Capitán Sarmiento,00122
2.0,Buenos Aires,18.0,Capitán Sarmiento,00121
2.0,Buenos Aires,10.0,Arrecifes,00117
2.0,Buenos Aires,21.0,Carmen de Areco,00175
2.0,Buenos Aires,24.0,Colón,00230
2.0,Buenos Aires,9.0,Baradero,00105
2.0,Buenos Aires,37.0,Exaltación de la Cruz,00292
2.0,Buenos Aires,10.0,Arrecifes,0117A
2.0,Buenos Aires,10.0,Arrecifes,0117B
2.0,Buenos Aires,10.0,Arrecifes,00118
2.0,Buenos Aires,10.0,Arrecifes,00120
2.0,Buenos Aires,37.0,Exaltación de la Cruz,00293
2.0,Buenos Aires,21.0,Carmen de Areco,00176
2.0,Buenos Aires,21.0,Carmen de Areco,00177
2.0,Buenos Aires,9.0,Baradero,00106
2.0,Buenos Aires,9.0,Baradero,00107
2.0,Buenos Aires,9.0,Baradero,00108
2.0,Buenos Aires,9.0,Baradero,00109
2.0,Buenos Aires,9.0,Baradero,00110
2.0,Buenos Aires,9.0,Baradero,00111
2.0,Buenos Aires,9.0,Baradero,00113
2.0,Buenos Aires,9.0,Baradero,00114
2.0,Buenos Aires,24.0,Colón,0230A
2.0,Buenos Aires,24.0,Colón,00231
2.0,Buenos Aires,24.0,Colón,0231A
2.0,Buenos Aires,37.0,Exaltación de la Cruz,00294
2.0,Buenos Aires,37.0,Exaltación de la Cruz,00295
2.0,Buenos Aires,37.0,Exaltación de la Cruz,00296
2.0,Buenos Aires,37.0,Exaltación de la Cruz,00297
2.0,Buenos Aires,37.0,Exaltación de la Cruz,00298
2.0,Buenos Aires,87.0,Pergamino,0748C
2.0,Buenos Aires,107.0,San Nicolás,0901B
2.0,Buenos Aires,87.0,Pergamino,00747
2.0,Buenos Aires,87.0,Pergamino,0747A
2.0,Buenos Aires,87.0,Pergamino,00748
2.0,Buenos Aires,87.0,Pergamino,0748B
2.0,Buenos Aires,87.0,Pergamino,0748D
2.0,Buenos Aires,87.0,Pergamino,0748E
2.0,Buenos Aires,87.0,Pergamino,00749
2.0,Buenos Aires,87.0,Pergamino,00750
2.0,Buenos Aires,87.0,Pergamino,00751
2.0,Buenos Aires,87.0,Pergamino,0748A
2.0,Buenos Aires,87.0,Pergamino,00752
2.0,Buenos Aires,87.0,Pergamino,00753
2.0,Buenos Aires,87.0,Pergamino,0753A
2.0,Buenos Aires,87.0,Pergamino,00754
2.0,Buenos Aires,96.0,Rojas,00823
2.0,Buenos Aires,102.0,San Andrés de Giles,00860
2.0,Buenos Aires,87.0,Pergamino,0754A
2.0,Buenos Aires,87.0,Pergamino,00755
2.0,Buenos Aires,87.0,Pergamino,00756
2.0,Buenos Aires,87.0,Pergamino,00757
2.0,Buenos Aires,87.0,Pergamino,00758
2.0,Buenos Aires,103.0,San Antonio de Areco,00869
2.0,Buenos Aires,103.0,San Antonio de Areco,00870
2.0,Buenos Aires,103.0,San Antonio de Areco,00866
2.0,Buenos Aires,87.0,Pergamino,00759
2.0,Buenos Aires,101.0,Salto,00854
2.0,Buenos Aires,108.0,San Pedro,00913
2.0,Buenos Aires,96.0,Rojas,00824
2.0,Buenos Aires,96.0,Rojas,00825
2.0,Buenos Aires,96.0,Rojas,00826
2.0,Buenos Aires,96.0,Rojas,00827
2.0,Buenos Aires,96.0,Rojas,00828
2.0,Buenos Aires,96.0,Rojas,00829
2.0,Buenos Aires,96.0,Rojas,00830
2.0,Buenos Aires,107.0,San Nicolás,00901
2.0,Buenos Aires,107.0,San Nicolás,0901A
2.0,Buenos Aires,93.0,Ramallo,00797
2.0,Buenos Aires,102.0,San Andrés de Giles,00861
2.0,Buenos Aires,102.0,San Andrés de Giles,00862
2.0,Buenos Aires,102.0,San Andrés de Giles,0862A
2.0,Buenos Aires,102.0,San Andrés de Giles,00863
2.0,Buenos Aires,102.0,San Andrés de Giles,0863A
2.0,Buenos Aires,102.0,San Andrés de Giles,00864
2.0,Buenos Aires,102.0,San Andrés de Giles,0864A
2.0,Buenos Aires,93.0,Ramallo,00798
2.0,Buenos Aires,101.0,Salto,00855
2.0,Buenos Aires,101.0,Salto,0855A
2.0,Buenos Aires,107.0,San Nicolás,00902
2.0,Buenos Aires,93.0,Ramallo,00800
2.0,Buenos Aires,93.0,Ramallo,00801
2.0,Buenos Aires,101.0,Salto,00856
2.0,Buenos Aires,101.0,Salto,00857
2.0,Buenos Aires,101.0,Salto,0857B
2.0,Buenos Aires,101.0,Salto,00858
2.0,Buenos Aires,93.0,Ramallo,00802
2.0,Buenos Aires,93.0,Ramallo,00803
2.0,Buenos Aires,103.0,San Antonio de Areco,00867
2.0,Buenos Aires,103.0,San Antonio de Areco,00868
2.0,Buenos Aires,93.0,Ramallo,00804
2.0,Buenos Aires,107.0,San Nicolás,00903
2.0,Buenos Aires,107.0,San Nicolás,00904
2.0,Buenos Aires,108.0,San Pedro,00914
2.0,Buenos Aires,107.0,San Nicolás,00905
2.0,Buenos Aires,108.0,San Pedro,00915
2.0,Buenos Aires,108.0,San Pedro,00916
2.0,Buenos Aires,108.0,San Pedro,00917
2.0,Buenos Aires,108.0,San Pedro,00918
2.0,Buenos Aires,108.0,San Pedro,00919
2.0,Buenos Aires,108.0,San Pedro,00920
2.0,Buenos Aires,108.0,San Pedro,00921
2.0,Buenos Aires,107.0,San Nicolás,00906
2.0,Buenos Aires,108.0,San Pedro,00922
2.0,Buenos Aires,107.0,San Nicolás,00907
2.0,Buenos Aires,107.0,San Nicolás,00908
2.0,Buenos Aires,107.0,San Nicolás,00909
2.0,Buenos Aires,107.0,San Nicolás,00910
2.0,Buenos Aires,107.0,San Nicolás,00911
2.0,Buenos Aires,125.0,Zárate,01015
2.0,Buenos Aires,125.0,Zárate,01016
2.0,Buenos Aires,125.0,Zárate,01013
2.0,Buenos Aires,125.0,Zárate,01017
2.0,Buenos Aires,125.0,Zárate,1013A
2.0,Buenos Aires,125.0,Zárate,01014
2.0,Buenos Aires,125.0,Zárate,01018
2.0,Buenos Aires,125.0,Zárate,01019
2.0,Buenos Aires,125.0,Zárate,01020
2.0,Buenos Aires,125.0,Zárate,01021
2.0,Buenos Aires,125.0,Zárate,1021
2.0,Buenos Aires,125.0,Zárate,1013
2.0,Buenos Aires,125.0,Zárate,1014
2.0,Buenos Aires,125.0,Zárate,1015
14.0,Misiones,8.0,Oberá,00044
14.0,Misiones,3.0,Candelaria,00015
14.0,Misiones,3.0,Candelaria,00016
14.0,Misiones,3.0,Candelaria,00017
14.0,Misiones,3.0,Candelaria,00018
14.0,Misiones,3.0,Candelaria,00019
14.0,Misiones,3.0,Candelaria,00020
14.0,Misiones,14.0,Eldorado,00071
14.0,Misiones,14.0,Eldorado,00072
14.0,Misiones,14.0,Eldorado,00073
14.0,Misiones,14.0,Eldorado,00074
14.0,Misiones,15.0,San Pedro,00075
14.0,Misiones,17.0,General Manuel Belgrano,00081
14.0,Misiones,11.0,25 de Mayo,00064
14.0,Misiones,11.0,25 de Mayo,0064A
14.0,Misiones,11.0,25 de Mayo,0064B
14.0,Misiones,12.0,Montecarlo,00065
14.0,Misiones,1.0,Capital,00001
14.0,Misiones,1.0,Capital,0004A
14.0,Misiones,1.0,Capital,0004B
14.0,Misiones,1.0,Capital,00005
14.0,Misiones,8.0,Oberá,00045
14.0,Misiones,8.0,Oberá,00046
14.0,Misiones,8.0,Oberá,00047
14.0,Misiones,8.0,Oberá,00048
14.0,Misiones,4.0,Leandro N. Alem,00021
14.0,Misiones,15.0,San Pedro,0075A
14.0,Misiones,15.0,San Pedro,00076
14.0,Misiones,15.0,San Pedro,0076A
14.0,Misiones,1.0,Capital,00002
14.0,Misiones,12.0,Montecarlo,00066
14.0,Misiones,12.0,Montecarlo,0066A
14.0,Misiones,12.0,Montecarlo,00067
14.0,Misiones,13.0,Guaraní,0059A
14.0,Misiones,1.0,Capital,00006
14.0,Misiones,1.0,Capital,00007
14.0,Misiones,4.0,Leandro N. Alem,00022
14.0,Misiones,4.0,Leandro N. Alem,00023
14.0,Misiones,4.0,Leandro N. Alem,00024
14.0,Misiones,4.0,Leandro N. Alem,00025
14.0,Misiones,8.0,Oberá,00049
14.0,Misiones,8.0,Oberá,00050
14.0,Misiones,8.0,Oberá,00051
14.0,Misiones,1.0,Capital,00003
14.0,Misiones,16.0,Iguazú,00077
14.0,Misiones,16.0,Iguazú,00078
14.0,Misiones,4.0,Leandro N. Alem,00026
14.0,Misiones,4.0,Leandro N. Alem,00027
14.0,Misiones,4.0,Leandro N. Alem,00028
14.0,Misiones,5.0,Concepción,00029
14.0,Misiones,5.0,Concepción,00030
14.0,Misiones,5.0,Concepción,00031
14.0,Misiones,6.0,San Javier,00032
14.0,Misiones,8.0,Oberá,00052
14.0,Misiones,9.0,Libertador General San Martín,00053
14.0,Misiones,1.0,Capital,0003A
14.0,Misiones,1.0,Capital,00008
14.0,Misiones,16.0,Iguazú,00079
14.0,Misiones,16.0,Iguazú,00080
14.0,Misiones,13.0,Guaraní,00068
14.0,Misiones,6.0,San Javier,00033
14.0,Misiones,6.0,San Javier,00034
14.0,Misiones,6.0,San Javier,00035
14.0,Misiones,6.0,San Javier,0035A
14.0,Misiones,7.0,San Ignacio,00036
14.0,Misiones,1.0,Capital,00004
14.0,Misiones,9.0,Libertador General San Martín,00054
14.0,Misiones,9.0,Libertador General San Martín,00055
14.0,Misiones,9.0,Libertador General San Martín,00056
14.0,Misiones,9.0,Libertador General San Martín,00057
14.0,Misiones,1.0,Capital,0008A
14.0,Misiones,1.0,Capital,0008B
14.0,Misiones,13.0,Guaraní,0068A
14.0,Misiones,13.0,Guaraní,0068B
14.0,Misiones,13.0,Guaraní,0068C
14.0,Misiones,13.0,Guaraní,0068D
14.0,Misiones,7.0,San Ignacio,00037
14.0,Misiones,7.0,San Ignacio,00038
14.0,Misiones,7.0,San Ignacio,00039
14.0,Misiones,7.0,San Ignacio,00040
14.0,Misiones,9.0,Libertador General San Martín,00058
14.0,Misiones,10.0,Cainguás,00059
14.0,Misiones,1.0,Capital,0008C
14.0,Misiones,14.0,Eldorado,00069
14.0,Misiones,7.0,San Ignacio,00041
14.0,Misiones,7.0,San Ignacio,00042
14.0,Misiones,7.0,San Ignacio,00043
14.0,Misiones,1.0,Capital,00009
14.0,Misiones,2.0,Apóstoles,00010
14.0,Misiones,10.0,Cainguás,0059B
14.0,Misiones,10.0,Cainguás,00060
14.0,Misiones,10.0,Cainguás,00061
14.0,Misiones,17.0,General Manuel Belgrano,00082
14.0,Misiones,2.0,Apóstoles,0010A
14.0,Misiones,2.0,Apóstoles,00011
14.0,Misiones,10.0,Cainguás,0061A
14.0,Misiones,10.0,Cainguás,0061B
14.0,Misiones,14.0,Eldorado,00070
14.0,Misiones,2.0,Apóstoles,00012
14.0,Misiones,2.0,Apóstoles,0012A
14.0,Misiones,2.0,Apóstoles,00013
14.0,Misiones,3.0,Candelaria,00014
14.0,Misiones,17.0,General Manuel Belgrano,0082A
14.0,Misiones,11.0,25 de Mayo,00062
14.0,Misiones,11.0,25 de Mayo,00063
,,,,
8.0,Entre Ríos,9.0,Uruguay,00170
8.0,Entre Ríos,9.0,Uruguay,00171
8.0,Entre Ríos,9.0,Uruguay,00172
8.0,Entre Ríos,9.0,Uruguay,00173
8.0,Entre Ríos,9.0,Uruguay,00174
8.0,Entre Ríos,9.0,Uruguay,0174A
8.0,Entre Ríos,9.0,Uruguay,00175
8.0,Entre Ríos,1.0,Paraná,00013
8.0,Entre Ríos,1.0,Paraná,00008
8.0,Entre Ríos,1.0,Paraná,00014
8.0,Entre Ríos,9.0,Uruguay,00176
8.0,Entre Ríos,9.0,Uruguay,00177
8.0,Entre Ríos,9.0,Uruguay,00178
8.0,Entre Ríos,9.0,Uruguay,00179
8.0,Entre Ríos,9.0,Uruguay,00180
8.0,Entre Ríos,9.0,Uruguay,00181
8.0,Entre Ríos,3.0,La Paz,00061
8.0,Entre Ríos,3.0,La Paz,00062
8.0,Entre Ríos,3.0,La Paz,00063
8.0,Entre Ríos,3.0,La Paz,00064
8.0,Entre Ríos,3.0,La Paz,00065
8.0,Entre Ríos,3.0,La Paz,00066
8.0,Entre Ríos,3.0,La Paz,00067
8.0,Entre Ríos,3.0,La Paz,00068
8.0,Entre Ríos,3.0,La Paz,00069
8.0,Entre Ríos,3.0,La Paz,00070
8.0,Entre Ríos,3.0,La Paz,00071
8.0,Entre Ríos,1.0,Paraná,00001
8.0,Entre Ríos,1.0,Paraná,00019
8.0,Entre Ríos,1.0,Paraná,00020
8.0,Entre Ríos,1.0,Paraná,00021
8.0,Entre Ríos,1.0,Paraná,00022
8.0,Entre Ríos,1.0,Paraná,00023
8.0,Entre Ríos,13.0,Concordia,00235
8.0,Entre Ríos,13.0,Concordia,00232
8.0,Entre Ríos,13.0,Concordia,00233
8.0,Entre Ríos,13.0,Concordia,00238
8.0,Entre Ríos,13.0,Concordia,00239
8.0,Entre Ríos,13.0,Concordia,00240
8.0,Entre Ríos,13.0,Concordia,00241
8.0,Entre Ríos,13.0,Concordia,00242
8.0,Entre Ríos,13.0,Concordia,00243
8.0,Entre Ríos,13.0,Concordia,00244
8.0,Entre Ríos,13.0,Concordia,00245
8.0,Entre Ríos,13.0,Concordia,00246
8.0,Entre Ríos,13.0,Concordia,00247
8.0,Entre Ríos,13.0,Concordia,00248
8.0,Entre Ríos,13.0,Concordia,00249
8.0,Entre Ríos,13.0,Concordia,00250
8.0,Entre Ríos,13.0,Concordia,00251
8.0,Entre Ríos,14.0,Federal,00252
8.0,Entre Ríos,13.0,Concordia,00230
8.0,Entre Ríos,13.0,Concordia,00231
8.0,Entre Ríos,17.0,Federación,00299
8.0,Entre Ríos,17.0,Federación,00300
8.0,Entre Ríos,17.0,Federación,00302
8.0,Entre Ríos,17.0,Federación,00303
8.0,Entre Ríos,17.0,Federación,00304
8.0,Entre Ríos,17.0,Federación,0304A
8.0,Entre Ríos,10.0,Gualeguaychú,00183
8.0,Entre Ríos,10.0,Gualeguaychú,00184
8.0,Entre Ríos,1.0,Paraná,00048
8.0,Entre Ríos,1.0,Paraná,00049
8.0,Entre Ríos,1.0,Paraná,00050
8.0,Entre Ríos,1.0,Paraná,00051
8.0,Entre Ríos,1.0,Paraná,00052
8.0,Entre Ríos,1.0,Paraná,00053
8.0,Entre Ríos,1.0,Paraná,00054
8.0,Entre Ríos,1.0,Paraná,00055
8.0,Entre Ríos,1.0,Paraná,00056
8.0,Entre Ríos,1.0,Paraná,00057
8.0,Entre Ríos,1.0,Paraná,00058
8.0,Entre Ríos,17.0,Federación,00305
8.0,Entre Ríos,18.0,San Salvador,00310
8.0,Entre Ríos,18.0,San Salvador,00311
8.0,Entre Ríos,18.0,San Salvador,00312
8.0,Entre Ríos,18.0,San Salvador,00313
